iterations,fitness value,time
40,100.7,4.853335E-5
80,102.65,4.65384E-5
120,111.65,8.717015E-5
160,116.5,1.245233E-4
200,125.4,1.069826E-4
240,130.85,1.2057265E-4
280,132.5,1.447503E-4
320,139.2,1.8125415E-4
360,139.6,3.233181E-4
400,143.1,2.7041915E-4
440,147.9,2.2597475E-4
480,148.0,3.142909E-4
520,148.3,3.563452E-4
560,153.25,4.0242895E-4
600,154.25,3.231204E-4
640,154.75,3.5772795E-4
680,155.85,3.528488E-4
720,158.45,4.2330785E-4
760,158.2,4.02271E-4
800,160.1,4.008489E-4
840,158.75,4.0088825E-4
880,159.35,4.651845E-4
920,162.2,4.537476E-4
960,164.7,4.624784E-4
1000,166.4,5.7783605E-4
1040,165.6,5.5606825E-4
1080,166.0,6.912977E-4
1120,168.05,7.0129265E-4
1160,167.15,6.8321875E-4
1200,168.6,7.8828505E-4
1240,169.6,6.9125845E-4
1280,169.5,9.0486765E-4
1320,169.85,8.117715E-4
1360,169.2,7.194655E-4
1400,169.7,7.6134215E-4
1440,172.35,7.814113E-4
1480,171.3,7.7546555E-4
1520,172.3,9.075342E-4
1560,172.9,8.4835425E-4
1600,172.8,8.9609735E-4
1640,173.25,9.7453665E-4
1680,173.1,9.7149485E-4
1720,175.4,0.00112244755
1760,175.3,0.00105627485
1800,174.15,0.0011713363
1840,175.2,0.00103083295
1880,176.6,0.0010966305
1920,175.8,0.00105414135
1960,176.7,0.00102368255
2000,175.9,0.0010888475
2040,176.4,0.00141773615
2080,176.6,0.00137522745
2120,176.55,0.0013188916
2160,175.75,0.00142563745
2200,176.3,0.001235119
2240,177.9,0.00130747465
2280,177.3,0.0013757016
2320,178.1,0.0012206399
2360,178.2,0.00152276295
2400,177.7,0.0015115829
2440,178.65,0.0017099232
2480,177.75,0.0015236124
2520,178.0,0.0014166694
2560,179.75,0.00149388405
2600,180.0,0.0014096174
2640,179.1,0.00155215565
2680,180.65,0.00169123685
2720,180.6,0.0016159776
2760,181.0,0.00170982445
2800,180.0,0.00164801725
2840,181.15,0.0015773801
2880,179.75,0.0016250246
2920,181.9,0.00176533045
2960,178.85,0.001863859
3000,181.4,0.00189706375
3040,181.85,0.00189080205
3080,182.0,0.00169477275
3120,180.4,0.00175806155
3160,181.3,0.001875454
3200,181.95,0.00202624855
3240,179.9,0.0019221106
3280,182.2,0.00199529545
3320,181.7,0.0018979921
3360,183.05,0.0018085303
3400,182.45,0.00216501375
3440,182.15,0.0021377942
3480,181.85,0.0023128259
3520,182.0,0.00214664355
3560,183.35,0.00203576955
3600,182.55,0.002162604
3640,182.6,0.0022387127
3680,183.3,0.0021366484
3720,182.85,0.00211243135
3760,183.95,0.0020955818
3800,183.2,0.00226620875
3840,184.0,0.00235989755
3880,184.4,0.00241461355
3920,183.3,0.00230312715
3960,182.85,0.00231983835
4000,184.25,0.0024981886
4040,183.75,0.0024433147
4080,184.3,0.00231999635
4120,182.65,0.0024623763
4160,184.2,0.00232639615
4200,182.85,0.00264309705
4240,184.4,0.00255391195
4280,184.45,0.00261461325
4320,185.3,0.0025682329
4360,185.35,0.0031980394
4400,185.75,0.00293749645
4440,185.85,0.0027522722
4480,184.4,0.0026795414
4520,184.5,0.0032547108
4560,185.75,0.00301060255
4600,185.25,0.0026459811
4640,184.65,0.00274802515
4680,185.6,0.00300276065
4720,185.1,0.00283699305
4760,185.9,0.0029182571
4800,185.35,0.00296076555
4840,185.9,0.0029122325
4880,186.15,0.0028814573
4920,184.95,0.0029795509
4960,185.3,0.0028958176
5000,184.5,0.00303270635
