iterations,fitness value,time
10,3091.727579760117,0.00158466905
20,3234.344919533581,0.00287132385
30,3397.6162114950776,0.0036731795
40,3450.5702119049283,0.00427027465
50,3471.4991055610153,0.0056320503
60,3577.586243485065,0.00658276495
70,3555.557006494626,0.0076721459
80,3595.4017931289964,0.00873051455
90,3608.9353125266352,0.0100143052
100,3629.775029995914,0.0108473509
110,3660.204199314246,0.01225556585
120,3624.6470861707735,0.01314702105
130,3661.5266772755494,0.01428548855
140,3689.6902904720837,0.01553496815
150,3681.606262307935,0.0164622357
160,3661.3344148004517,0.0175747871
170,3681.0518698477244,0.01870592595
180,3698.6420421998496,0.01972638865
190,3657.7043961700606,0.02093885085
200,3711.5425630183067,0.02199204435
210,3737.781205932091,0.02305469935
220,3703.31807230184,0.0244560798
230,3669.8028350774703,0.02546818695
240,3721.2448793892713,0.0268225748
250,3732.1389140192186,0.02749615415
260,3739.7623542394017,0.02888987045
270,3698.9842074383255,0.02973524185
280,3739.8939941627686,0.0308604549
290,3718.5257386485546,0.0320333124
300,3720.6437015003125,0.0336682924
310,3735.8712437983095,0.03419467195
320,3751.167877648598,0.0356812275
330,3723.208087363724,0.03647294975
340,3757.788271106998,0.03723662265
350,3736.6276450702157,0.03881173145
360,3728.4530377312562,0.0398688556
370,3749.587356710018,0.04140461615
380,3752.3150736448224,0.04219578505
390,3738.1633696533077,0.0428222928
400,3772.2511685892555,0.04457351975
410,3731.4981280486077,0.0454862293
420,3756.260295400695,0.0465562325
430,3724.0178349730295,0.0472934166
440,3760.9618868179095,0.0487199033
450,3765.6378373698435,0.0495981834
460,3762.7200564920518,0.0507772234
470,3741.4245304805895,0.05178618975
480,3778.9568172998443,0.052862435
490,3739.761695743917,0.05371511515
500,3764.8896493864936,0.05475702955
510,3778.1160770307906,0.05656779205
520,3771.3796053042415,0.05761496085
530,3757.6120052555934,0.05844125095
540,3760.080558138265,0.05961637985
550,3789.4174164128767,0.0607336323
560,3776.095283847565,0.06181706775
570,3765.77345859005,0.06289633515
580,3779.648001598812,0.0639945853
590,3749.2936806279404,0.0650480158
600,3779.07649998919,0.06624307555
610,3773.950851547048,0.0671059483
620,3763.0153494426777,0.0686008792
630,3781.137958368608,0.0694799693
640,3763.1331339878925,0.0706103774
650,3786.046782733783,0.07178499275
660,3779.1648668508897,0.0727778405
670,3783.540324730469,0.0739817497
680,3783.8923960614206,0.07492821725
690,3772.606006875015,0.07611644275
700,3784.4357828299408,0.07712564585
710,3794.092979656697,0.07810014335
720,3783.3267747661325,0.0794034102
730,3775.671485266083,0.0807533341
740,3764.075156811724,0.0818695002
750,3788.1214628500798,0.08274402725
760,3799.8739710618247,0.08400061795
770,3766.976817576654,0.0845074814
780,3767.2558873696516,0.0858500173
790,3797.667998319849,0.08773121935
800,3765.6595788085724,0.08813368785
810,3776.9001335859843,0.0896374683
820,3783.6411102282973,0.0910661869
830,3787.792223722224,0.09397437
840,3771.7666593414956,0.092388496
850,3787.3121803152035,0.09368976805
860,3789.91065609232,0.0949042057
870,3765.6634011946276,0.09550228865
880,3770.696167126685,0.0969354715
890,3780.4193852052667,0.09822228405
900,3783.054409267993,0.09917987285
910,3787.4676442696837,0.10032928345
920,3785.234293106057,0.10172675285
930,3763.249910388439,0.10179958245
940,3815.6879348897564,0.10339948095
950,3780.3635402434484,0.105079992
960,3795.109728744661,0.10604247925
970,3791.6729797324397,0.1070794555
980,3769.8595575295876,0.1078334888
990,3798.56910004787,0.109003482
1000,3796.7148605250695,0.11030477365
