iterations,fitness value,time
40,0.037530454232281726,3.3995E-5
80,0.03768237663448966,3.980235E-5
120,0.037569206410163355,5.708635E-5
160,0.03709575903264337,6.50074E-5
200,0.037090136524602885,7.808375E-5
240,0.037588553296987584,8.93037E-5
280,0.0383069251206861,1.0374295E-4
320,0.03695840045203795,1.164244E-4
360,0.03639974197762634,1.3833065E-4
400,0.03737181776596195,1.393381E-4
440,0.03669827106110788,1.5529855E-4
480,0.03695862104284729,1.631207E-4
520,0.03786884414252282,1.7675025E-4
560,0.036873160785232326,2.2510575E-4
600,0.037321825936164364,2.0436515E-4
640,0.03808407849585251,2.3168365E-4
680,0.0401077354766058,2.312887E-4
720,0.04808528366924024,3.1419225E-4
760,0.05214209353502282,3.2886845E-4
800,0.05743888371629631,3.413922E-4
840,0.05922402366474973,3.362167E-4
880,0.061818355677725124,3.5808345E-4
920,0.0671481534781729,4.228141E-4
960,0.06700418721385776,4.308339E-4
1000,0.06824077487398192,4.2925365E-4
1040,0.07164700023525648,4.362858E-4
1080,0.0721235275162618,4.7956465E-4
1120,0.07453772923137644,4.8474005E-4
1160,0.07549842315262455,5.4585585E-4
1200,0.07545787303515701,5.8455215E-4
1240,0.0780741785483041,5.368288E-4
1280,0.08058259692037263,5.8702125E-4
1320,0.07846531856387964,6.0155955E-4
1360,0.08111148028192333,6.09283E-4
1400,0.0805008335359255,6.786952E-4
1440,0.0812192113710676,6.838112E-4
1480,0.08558499855718191,6.8402855E-4
1520,0.0848296386231223,7.278014E-4
1560,0.08424459321980002,7.7700625E-4
1600,0.08596548727797901,8.4067005E-4
1640,0.08574631582949388,8.1686785E-4
1680,0.08832746190538096,8.5702585E-4
1720,0.08917726860576272,9.006997E-4
1760,0.0899559807859418,0.0010129169
1800,0.08992237328755619,9.200974E-4
1840,0.08899903725331848,9.1272945E-4
1880,0.09071043832874602,9.328973E-4
1920,0.08984012797962637,9.707443E-4
1960,0.0907509939904218,0.00103312425
2000,0.09189219393879049,0.00106974645
2040,0.09433694426471621,0.0013035634
2080,0.09303354519682801,0.0011034056
2120,0.09364058146585671,0.0011948624
2160,0.09331865144626392,0.0011889563
2200,0.09169900843080453,0.00116898585
2240,0.09289441777884071,0.00118316845
2280,0.09270218885340528,0.0012596326
2320,0.09455620095106285,0.00123112905
2360,0.09588748505709271,0.00124509425
2400,0.0974559923923189,0.00133661025
2440,0.09669532815276032,0.00134964745
2480,0.0947121174487674,0.00150119285
2520,0.09685021044271375,0.0014547929
2560,0.0966706735273829,0.00141524715
2600,0.09812769037830602,0.00139776575
2640,0.0978699357493044,0.00150666415
2680,0.09945687503688205,0.0014741506
2720,0.09953261253584228,0.00153564195
2760,0.09780921571228993,0.00153866425
2800,0.0992962224122611,0.001705775
2840,0.09748649673035722,0.00161581955
2880,0.10263013557919151,0.0015581012
2920,0.09733188518193384,0.00158332595
2960,0.09985373808186997,0.00167025905
3000,0.10228845165219864,0.001760412
3040,0.09989553897049702,0.00181220455
3080,0.10132701254310825,0.0018290935
3120,0.100055367508226,0.001847444
3160,0.10419974347721113,0.00172292055
3200,0.1016673435706571,0.0017518588
3240,0.09884463627164285,0.0019147822
3280,0.10084445815551864,0.00190840185
3320,0.10254413779880603,0.00186944875
3360,0.10041906285079454,0.00200475735
3400,0.10045569191219861,0.001878397
3440,0.1022414985290605,0.0019975671
3480,0.10141792921285912,0.00211322145
3520,0.10498654402752436,0.00200546835
3560,0.10320920462200167,0.00227821865
3600,0.10700290658390074,0.00208750285
3640,0.10786880163666061,0.00209200655
3680,0.10219976407509306,0.0021251522
3720,0.10510537227338257,0.00219231275
3760,0.10486344008756206,0.00225408035
3800,0.10610367957044434,0.00219049525
3840,0.10634672766189775,0.00226358165
3880,0.1060359332972034,0.00222111255
3920,0.10214101559118456,0.0023950579
3960,0.10528596518163669,0.0023127864
4000,0.10782226690217867,0.00241633195
4040,0.10581529815037563,0.0023377937
4080,0.1051539366169891,0.0024266037
4120,0.10471567966437278,0.00242699855
4160,0.10625895400411882,0.00250474665
4200,0.10504332178485173,0.00242192205
4240,0.10434234104809167,0.00247940345
4280,0.10888295759445137,0.0025296751
4320,0.10432387648996366,0.00265481075
4360,0.10732011110826593,0.00262034145
4400,0.10676681047338428,0.00273378345
4440,0.10397630414610695,0.0025700107
4480,0.10805570922712807,0.00270632655
4520,0.10918894633127149,0.0027130033
4560,0.11075059726500547,0.0027641438
4600,0.10580989719938874,0.00262348235
4640,0.10781560679156277,0.002739334
4680,0.10652393894307133,0.0029309978
4720,0.10539607230815833,0.00284714605
4760,0.10656702135900495,0.00291535345
4800,0.10612754981183803,0.00301362495
4840,0.10716084812037312,0.00285846455
4880,0.10506976911755059,0.00307649885
4920,0.10922156617239782,0.00296149645
4960,0.10857100870471978,0.00301962985
5000,0.10959582787570472,0.00310490365
