iterations,fitness value,time
10,3151.873851045221,0.0015329557
20,3292.822686058765,0.00254016395
30,3494.0407046730434,0.00351373265
40,3566.0626921669405,0.00463414575
50,3607.9976748418353,0.00558531455
60,3689.839284913659,0.00673867585
70,3725.511808870794,0.007647415
80,3719.7006521374365,0.0089918477
90,3774.0783366402075,0.009976735
100,3766.7917323073243,0.01163599135
110,3749.768258898582,0.0122817188
120,3821.619811864075,0.01326077905
130,3793.560272888145,0.01436181435
140,3817.293657320247,0.01543665705
150,3860.7091892957387,0.01741354295
160,3836.7198827108027,0.01781901385
170,3866.3837268863913,0.01900984655
180,3853.6473246378528,0.02007599805
190,3864.886218800576,0.0210050828
200,3857.079933775618,0.0222178415
210,3858.1450704001995,0.02420090975
220,3877.613035300058,0.0242337395
230,3886.4970511974693,0.02548511535
240,3887.970897430354,0.0267566788
250,3890.2141251383014,0.0280789482
260,3914.3259868278597,0.0288909569
270,3897.2562696656532,0.0300134044
280,3895.292212152692,0.03099803495
290,3894.385324840073,0.03224601325
300,3899.9198629138605,0.0341890423
310,3901.999207985745,0.03457120445
320,3911.0156368480248,0.0356127832
330,3929.1790328067787,0.0365800509
340,3915.5807298710815,0.03805226575
350,3925.9891476836738,0.03902860005
360,3928.02173905277,0.04090494275
370,3906.2102575973513,0.0411539102
380,3913.0395603871557,0.0431097985
390,3926.247678333342,0.0433068749
400,3946.604538584551,0.0453388321
410,3911.288749602673,0.0453855679
420,3946.5940431614085,0.0466415263
430,3945.1522139738313,0.04757011755
440,3927.791001475899,0.0490041892
450,3926.0656199877694,0.04977011395
460,3922.438323042375,0.0516448172
470,3945.7207481030864,0.05740289195
480,3966.0549842852874,0.0561540446
490,3941.9155764131283,0.05519286085
500,3947.621443238843,0.05643143675
510,3940.0523890986506,0.05824409565
520,3944.1863753574094,0.05752559805
530,3948.500805233033,0.0587309887
540,3932.157306840868,0.05978204865
550,3956.292596670331,0.0605834302
560,3922.0259378304872,0.06214008945
570,3960.8286963681103,0.0628496586
580,3937.5880763919135,0.0639448273
590,3968.9414701546693,0.06529771405
600,3950.420713287813,0.06662978105
610,3961.1550911469617,0.0675989253
620,3964.833591764522,0.06843086475
630,3943.6570777340035,0.0700180228
640,3939.232059530277,0.07088101395
650,3952.3128282228113,0.0715848744
660,3961.114835401633,0.07398151265
670,3960.605700964342,0.0750862023
680,3951.1169796152003,0.0752028836
690,3945.9937870142544,0.07677206635
700,3960.716597705685,0.0798003677
710,3948.396807412694,0.0788676483
720,3967.0958656112475,0.0803546581
730,3967.0590654067937,0.08122551115
740,3968.2069714668114,0.0818094707
750,3963.1088875868736,0.08331666835
760,3948.819395654971,0.0861041405
770,3950.548239132134,0.0853010207
780,3956.456489875641,0.08631150805
790,3965.085689243167,0.0881537768
800,3975.613122976746,0.0881914458
810,3957.2868464497124,0.0904716001
820,3967.861061667426,0.09059965915
830,3981.021484958783,0.0932797538
840,3959.9537268828076,0.09361375825
850,3963.944189981339,0.0951629509
860,3963.299546008224,0.0947772132
870,3960.698400442115,0.0959348608
880,3958.342528357917,0.09892891025
890,3963.5377158273322,0.0998341336
900,3966.9181669205454,0.0995604352
910,3969.2945875744663,0.1000241579
920,3970.8799472835913,0.10241569985
930,3977.6809585009564,0.104003648
940,3979.999740866504,0.1043099981
950,3974.7925546528395,0.10464506925
960,3951.7222460465164,0.10579540815
970,3987.3353209023494,0.10784648635
980,3972.019293043085,0.1079517108
990,3973.321860677343,0.1100589865
1000,3969.3928781027985,0.1102553517
1400,3991.314160020896,0.1574030895
1800,3985.7897561351515,0.1979574353
2200,3957.1967081116272,0.24236098005
2600,3971.4455050023535,0.2865057793
3000,3997.2665967635126,0.33140990585
3400,3968.060540333309,0.3738519327
3800,3989.5934563635687,0.4218386223
4200,4008.5152826705817,0.4637050056
4600,3996.7778923146934,0.50733721305
5000,4001.7345783489013,0.55091924795
