iterations,fitness value,time
40,2826.294857673055,7.40938E-5
80,3198.902071887422,4.750615E-5
120,3474.0650513948412,6.599495E-5
160,3524.051254918964,1.425973E-4
200,3601.00504160377,5.36295E-5
240,3591.110369336543,2.640975E-5
280,3667.8921053357035,2.891835E-5
320,3615.21190500519,3.47061E-5
360,3600.0989026998664,3.871595E-5
400,3666.478469608069,6.6943E-5
440,3622.957873648709,7.105185E-5
480,3643.2536741496324,7.824165E-5
520,3620.854228030186,8.412825E-5
560,3682.241535265606,8.355535E-5
600,3657.277985501069,6.737745E-5
640,3650.6313059859012,8.11851E-5
680,3644.02394182024,8.47999E-5
720,3640.5831322594872,8.20147E-5
760,3635.8129442916697,1.195061E-4
800,3677.741774028931,1.188345E-4
840,3603.465220719742,1.194666E-4
880,3640.1639264601035,1.193676E-4
920,3626.274382428425,1.862121E-4
960,3621.496185596128,1.278813E-4
1000,3666.7037962719282,1.590515E-4
1040,3596.48185893384,1.1820235E-4
1080,3640.836117775828,1.192493E-4
1120,3618.788612315612,1.191505E-4
1160,3662.2272264667727,1.303504E-4
1200,3619.5328573674005,1.3556525E-4
1240,3651.51220496631,1.5628595E-4
1280,3645.1018822028564,1.7649355E-4
1320,3684.4011094709786,1.4168865E-4
1360,3648.324387524847,1.4660725E-4
1400,3610.249672918971,1.4960965E-4
1440,3622.6556731642513,1.6805905E-4
1480,3687.4073999779475,1.4891835E-4
1520,3617.58464999893,1.518615E-4
1560,3659.939368383873,1.535406E-4
1600,3651.9841123082283,1.5109115E-4
1640,3605.270322433057,1.7677005E-4
1680,3693.95849533796,1.596244E-4
1720,3655.679351926089,1.6223175E-4
1760,3614.6360413011143,1.6622205E-4
1800,3656.668803664686,2.0310095E-4
1840,3617.9117520055333,1.73827E-4
1880,3640.9612707369824,1.786862E-4
1920,3680.056955745361,2.7824165E-4
1960,3621.1456626491936,2.0347625E-4
2000,3630.003836198841,1.886614E-4
2040,3697.2108582100423,1.936195E-4
2080,3677.1539444352115,1.959306E-4
2120,3629.70634876573,2.3675995E-4
2160,3624.122199483968,2.0375275E-4
2200,3653.6124573739203,2.0849345E-4
2240,3594.348280513094,2.286812E-4
2280,3605.0798106640273,2.1528845E-4
2320,3649.53336302561,2.189429E-4
2360,3626.928336237435,2.235453E-4
2400,3673.213376507391,2.5945635E-4
2440,3641.0950219362812,2.2998485E-4
2480,3622.5030417118846,2.358712E-4
2520,3636.4789408390366,2.515947E-4
2560,3639.949713110105,2.5339225E-4
2600,3651.4686999131773,2.532738E-4
2640,3642.504100152952,3.0480945E-4
2680,3654.4677566843357,5.002657E-4
2720,3661.897014085259,3.427945E-4
2760,3587.47027866716,2.7512055E-4
2800,3638.586684936239,3.7833025E-4
2840,3679.9289981890406,3.199205E-4
2880,3649.5251265868437,2.9700695E-4
2920,3611.822719254257,4.303006E-4
2960,3659.754916414621,2.9117975E-4
3000,3682.9036004980926,4.6534235E-4
3040,3662.552683993258,3.0597495E-4
3080,3662.7356741647177,4.9428085E-4
3120,3618.8726873187857,3.293427E-4
3160,3610.78954848841,4.6700155E-4
3200,3627.6405051619236,3.2649835E-4
3240,3637.2474665132504,4.0132295E-4
3280,3611.130299651104,3.20671E-4
3320,3690.2062135277947,6.662113E-4
3360,3627.0619625157997,8.266653E-4
3400,3618.685377896767,5.0350545E-4
3440,3667.697144034162,3.5774765E-4
3480,3592.3339910868904,3.442958E-4
3520,3625.578188597974,3.465673E-4
3560,3670.2341759730225,3.837229E-4
3600,3598.629038893318,3.5618715E-4
3640,3593.5621403456435,4.197129E-4
3680,3706.3758416418336,5.0123385E-4
3720,3610.155207468271,4.0839445E-4
3760,3646.1933985758137,4.3363885E-4
3800,3645.3414529552697,4.5552515E-4
3840,3659.4273264299454,4.8314005E-4
3880,3677.5724628669404,4.048981E-4
3920,3654.6831161211694,5.0530295E-4
3960,3636.5430998478396,3.895499E-4
4000,3655.6182828530095,5.905968E-4
4040,3629.784347804153,5.3398445E-4
4080,3664.5604570708892,4.009277E-4
4120,3639.072544701583,5.14014E-4
4160,3644.4728648262812,4.8746575E-4
4200,3601.863536431657,4.199499E-4
4240,3620.1438007449497,5.0012765E-4
4280,3624.9334168334017,4.382808E-4
4320,3638.4661162999155,4.52108E-4
4360,3628.9671191328803,4.645919E-4
4400,3654.39347989807,4.3286855E-4
4440,3663.7469090923273,4.4138205E-4
4480,3629.536464232271,4.287598E-4
4520,3607.6321187079798,4.698264E-4
4560,3636.795556656519,5.6136205E-4
4600,3617.864240861791,5.6910525E-4
4640,3625.419692111477,5.978262E-4
4680,3689.689970764101,5.697571E-4
4720,3667.4900080017096,5.0949065E-4
4760,3599.1565015284286,6.2241875E-4
4800,3638.9944600209296,5.566017E-4
4840,3677.3928082976663,6.302607E-4
4880,3693.5052378776027,6.120089E-4
4920,3616.989903393095,5.1164365E-4
4960,3670.2162110082254,5.7819175E-4
5000,3641.077935030951,6.1868555E-4
